cty,industry,industry_naics_code,industry_employment
55073,Finance & insurance,52,4844
55073,Real estate & rental & leasing,53,409
55073,"Professional, scientific, & technical services",54,1721
55073,Management of companies & enterprises,55,808
55073,Administrative & support & waste management & remediation serv,56,1805
55073,Educational services,61,617
55073,Health care & social assistance,62,6919
55073,"Arts, entertainment, & recreation",71,624
55073,Accommodation & foodservices,72,4162
55073,Other services (except public administration),81,2870
55073,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55073,Unclassified,99,21
55075,"Agriculture, forestry, fishing, & hunting",11,74
55075,Mining,21,0
55075,Utilities,22,0
55075,Construction,23,505
55075,Manufacturing,31,6413
55075,Wholesale trade,42,543
55075,Retail Trade,44,2117
55075,Transportation & Warehousing,48,619
55075,Information,51,264
55075,Finance & insurance,52,403
55075,Real estate & rental & leasing,53,53
55075,"Professional, scientific, & technical services",54,201
55075,Management of companies & enterprises,55,0
55075,Administrative & support & waste management & remediation serv,56,238
55075,Educational services,61,94
55075,Health care & social assistance,62,2527
55075,"Arts, entertainment, & recreation",71,66
55075,Accommodation & foodservices,72,1376
55075,Other services (except public administration),81,1202
55075,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55075,Unclassified,99,5
55077,"Agriculture, forestry, fishing, & hunting",11,0
55077,Utilities,22,0
55077,Construction,23,192
55077,Manufacturing,31,1321
55077,Wholesale trade,42,0
55077,Retail Trade,44,450
55077,Transportation & Warehousing,48,0
55077,Information,51,0
55077,Finance & insurance,52,79
55077,Real estate & rental & leasing,53,0
55077,"Professional, scientific, & technical services",54,29
55077,Management of companies & enterprises,55,0
55077,Administrative & support & waste management & remediation serv,56,11
55077,Educational services,61,0
55077,Health care & social assistance,62,284
55077,"Arts, entertainment, & recreation",71,0
55077,Accommodation & foodservices,72,351
55077,Other services (except public administration),81,102
55077,Unclassified,99,0
55078,"Agriculture, forestry, fishing, & hunting",11,0
55078,Construction,23,0
55078,Manufacturing,31,0
55078,Wholesale trade,42,0
55078,Retail Trade,44,180
55078,Transportation & Warehousing,48,0
55078,Information,51,0
55078,Finance & insurance,52,0
55078,Real estate & rental & leasing,53,1
55078,Administrative & support & waste management & remediation serv,56,6
55078,Educational services,61,0
55078,Health care & social assistance,62,0
55078,Accommodation & foodservices,72,0
55078,Other services (except public administration),81,79
55078,Unclassified,99,0
55079,"Agriculture, forestry, fishing, & hunting",11,0
55079,Mining,21,0
55079,Utilities,22,0
55079,Construction,23,12600
55079,Manufacturing,31,72605
55079,Wholesale trade,42,22877
55079,Retail Trade,44,46670
55079,Transportation & Warehousing,48,14716
55079,Information,51,14034
55079,Finance & insurance,52,40043
55079,Real estate & rental & leasing,53,6633
55079,"Professional, scientific, & technical services",54,24323
55079,Management of companies & enterprises,55,17096
55079,Administrative & support & waste management & remediation serv,56,36538
55079,Educational services,61,18111
55079,Health care & social assistance,62,78313
55079,"Arts, entertainment, & recreation",71,6789
55079,Accommodation & foodservices,72,32746
55079,Other services (except public administration),81,23899
55079,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55079,Unclassified,99,0
55081,"Agriculture, forestry, fishing, & hunting",11,0
55081,Utilities,22,141
55081,Construction,23,424
55081,Manufacturing,31,4266
55081,Wholesale trade,42,601
55081,Retail Trade,44,1909
55081,Transportation & Warehousing,48,863
55081,Information,51,234
55081,Finance & insurance,52,504
55081,Real estate & rental & leasing,53,115
55081,"Professional, scientific, & technical services",54,217
55081,Management of companies & enterprises,55,0
55081,Administrative & support & waste management & remediation serv,56,161
55081,Educational services,61,59
55081,Health care & social assistance,62,2215
55081,"Arts, entertainment, & recreation",71,64
55081,Accommodation & foodservices,72,1277
55081,Other services (except public administration),81,584
55081,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55081,Unclassified,99,7
55083,"Agriculture, forestry, fishing, & hunting",11,0
55083,Mining,21,0
55083,Utilities,22,0
55083,Construction,23,1170
55083,Manufacturing,31,2903
55083,Wholesale trade,42,112
55083,Retail Trade,44,1129
55083,Transportation & Warehousing,48,264
55083,Information,51,63
55083,Finance & insurance,52,227
55083,Real estate & rental & leasing,53,131
55083,"Professional, scientific, & technical services",54,185
55083,Management of companies & enterprises,55,0
55083,Administrative & support & waste management & remediation serv,56,117
55083,Educational services,61,0
55083,Health care & social assistance,62,949
55083,"Arts, entertainment, & recreation",71,123
55083,Accommodation & foodservices,72,862
55083,Other services (except public administration),81,284
55083,Unclassified,99,0
55085,"Agriculture, forestry, fishing, & hunting",11,0
55085,Utilities,22,0
55085,Construction,23,1026
55085,Manufacturing,31,2084
55085,Wholesale trade,42,462
55085,Retail Trade,44,3715
55085,Transportation & Warehousing,48,482
55085,Information,51,381
55085,Finance & insurance,52,385
55085,Real estate & rental & leasing,53,212
55085,"Professional, scientific, & technical services",54,437
55085,Management of companies & enterprises,55,134
55085,Administrative & support & waste management & remediation serv,56,672
55085,Educational services,61,57
55085,Health care & social assistance,62,3416
55085,"Arts, entertainment, & recreation",71,122
55085,Accommodation & foodservices,72,1832
55085,Other services (except public administration),81,678
55085,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55085,Unclassified,99,5
55087,"Agriculture, forestry, fishing, & hunting",11,0
55087,Mining,21,0
55087,Utilities,22,0
55087,Construction,23,7521
55087,Manufacturing,31,22095
55087,Wholesale trade,42,5191
55087,Retail Trade,44,13186
55087,Transportation & Warehousing,48,2851
55087,Information,51,2277
55087,Finance & insurance,52,7032
55087,Real estate & rental & leasing,53,890
55087,"Professional, scientific, & technical services",54,3274
55087,Management of companies & enterprises,55,2263
55087,Administrative & support & waste management & remediation serv,56,6697
55087,Educational services,61,1934
55087,Health care & social assistance,62,8495
55087,"Arts, entertainment, & recreation",71,649
55087,Accommodation & foodservices,72,7226
55087,Other services (except public administration),81,4468
55087,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,509
55087,Unclassified,99,45
55089,"Agriculture, forestry, fishing, & hunting",11,0
55089,Utilities,22,0
55089,Construction,23,1827
55089,Manufacturing,31,12221
55089,Wholesale trade,42,1806
55089,Retail Trade,44,4799
55089,Transportation & Warehousing,48,451
55089,Information,51,410
55089,Finance & insurance,52,1702
55089,Real estate & rental & leasing,53,395
55089,"Professional, scientific, & technical services",54,1745
55089,Management of companies & enterprises,55,355
55089,Administrative & support & waste management & remediation serv,56,1290
55089,Educational services,61,1148
55089,Health care & social assistance,62,3756
55089,"Arts, entertainment, & recreation",71,484
55089,Accommodation & foodservices,72,3099
55089,Other services (except public administration),81,2045
55089,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55089,Unclassified,99,54
55091,"Agriculture, forestry, fishing, & hunting",11,0
55091,Utilities,22,0
55091,Construction,23,155
55091,Manufacturing,31,0
55091,Wholesale trade,42,349
55091,Retail Trade,44,344
55091,Transportation & Warehousing,48,59
55091,Information,51,23
55091,Finance & insurance,52,78
55091,Real estate & rental & leasing,53,5
55091,"Professional, scientific, & technical services",54,35
55091,Management of companies & enterprises,55,0
55091,Administrative & support & waste management & remediation serv,56,0
55091,Educational services,61,0
55091,Health care & social assistance,62,258
55091,"Arts, entertainment, & recreation",71,7
55091,Accommodation & foodservices,72,167
55091,Other services (except public administration),81,54
55091,Unclassified,99,0
55093,"Agriculture, forestry, fishing, & hunting",11,0
55093,Mining,21,0
55093,Utilities,22,62
55093,Construction,23,440
55093,Manufacturing,31,1118
55093,Wholesale trade,42,136
55093,Retail Trade,44,1264
55093,Transportation & Warehousing,48,228
55093,Information,51,207
55093,Finance & insurance,52,307
55093,Real estate & rental & leasing,53,217
55093,"Professional, scientific, & technical services",54,269
55093,Management of companies & enterprises,55,10
55093,Administrative & support & waste management & remediation serv,56,210
55093,Educational services,61,52
55093,Health care & social assistance,62,531
55093,"Arts, entertainment, & recreation",71,0
55093,Accommodation & foodservices,72,994
55093,Other services (except public administration),81,456
55093,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55093,Unclassified,99,7
55095,"Agriculture, forestry, fishing, & hunting",11,0
55095,Mining,21,0
55095,Utilities,22,118
55095,Construction,23,645
55095,Manufacturing,31,3868
55095,Wholesale trade,42,303
55095,Retail Trade,44,1630
55095,Transportation & Warehousing,48,185
55095,Information,51,341
55095,Finance & insurance,52,351
55095,Real estate & rental & leasing,53,64
55095,"Professional, scientific, & technical services",54,302
55095,Administrative & support & waste management & remediation serv,56,185
55095,Educational services,61,36
55095,Health care & social assistance,62,1998
55095,"Arts, entertainment, & recreation",71,276
55095,Accommodation & foodservices,72,973
55095,Other services (except public administration),81,500
55095,Unclassified,99,33
55097,"Agriculture, forestry, fishing, & hunting",11,0
55097,Mining,21,0
55097,Utilities,22,0
55097,Construction,23,1012
55097,Manufacturing,31,5166
55097,Wholesale trade,42,1193
55097,Retail Trade,44,3840
55097,Transportation & Warehousing,48,1478
55097,Information,51,278
55097,Finance & insurance,52,4057
55097,Real estate & rental & leasing,53,165
55097,"Professional, scientific, & technical services",54,990
55097,Management of companies & enterprises,55,525
55097,Administrative & support & waste management & remediation serv,56,636
55097,Educational services,61,0
55097,Health care & social assistance,62,2581
55097,"Arts, entertainment, & recreation",71,486
55097,Accommodation & foodservices,72,2861
55097,Other services (except public administration),81,1322
55097,"Auxiliaries, exc corp, subsidiary, & regional managing offices",95,0
55097,Unclassified,99,19
55099,"Agriculture, forestry, fishing, & hunting",11,72
55099,Mining,21,0
55099,Utilities,22,0
55099,Construction,23,207
55099,Manufacturing,31,2563
55099,Wholesale trade,42,190
55099,Retail Trade,44,695
55099,Transportation & Warehousing,48,77
55099,Information,51,79
55099,Finance & insurance,52,184
55099,Real estate & rental & leasing,53,0
55099,"Professional, scientific, & technical services",54,75
55099,Management of companies & enterprises,55,0
55099,Administrative & support & waste management & remediation serv,56,120
55099,Health care & social assistance,62,922
55099,"Arts, entertainment, & recreation",71,0
55099,Accommodation & foodservices,72,311
55099,Other services (except public administration),81,112
55099,Unclassified,99,0
55101,"Agriculture, forestry, fishing, & hunting",11,0
